10-08-2019,1340,2277,852,1498,340,1009,606,57,46,6,13,21,15,41,34627,2960,1626,4033,5114,2511,711,22421,784,5407,72,1882,1699,979,4073,1094,1177,83,1781,4,10289,594,6295,556,62,357,9,13,6,12,8,17937,1446,23135,3023,2658,1512,26365,2413,16566,48,6301,5880,888,1169,617,2587,4529,4439,7873,3877,4744,6120,2100,1745,16088,119,1740,4389,7912,76052,3505,9339,1024,26240,10305,6667,18823,2226,1741,2906,3914,1090,2797,58,305,1187,278,357,204,320,146,560,773,218,120,271,47,10,2,496,101,123,9,4,3,135,35,42,16,8,40,32,78,2,6,1092,571,20,82,59,48,197,413,48,5,110,45,1,2,18,6,1,1,3,5,25,11,2,10,2,87,1041,4043,4405,1745,1308,1862,200,71,834,61,25,2,14,22,15,13,61,41,49,10,5,3,22,29,2,56,106,2,160,101,136,194,141,45,11,1312,9,115,51,49,17,55,29,61,27,12,14,8,3,6,3,50,924,2253,1412,3179,1403,893,12,553,9,10,8,15,4,5,2,213,118,186,38,185,193,122,118,63,24,55,27,16,134,975,243,466,1412,8445,5464,775,881,341,21,26,29,15,80,97,2,23,10,100,2
11-08-2019,1273,2209,878,1528,354,1029,630,60,46,6,12,20,16,41,33934,2960,1545,4073,4909,2511,704,23094,800,5245,68,1788,1614,940,3992,1138,1224,84,1834,4,9980,588,5980,578,60,339,9,14,6,13,8,17578,1489,23829,3053,2791,1557,26101,2316,17229,49,6490,5821,870,1192,605,2509,4665,4661,7952,3683,4981,5875,2058,1762,15284,121,1810,4170,7754,79855,3575,9339,1024,25190,10305,6400,18635,2315,1689,2819,3757,1101,2881,55,314,1140,272,346,196,330,149,577,765,216,120,276,46,10,2,506,98,122,9,4,3,139,36,42,15,8,42,32,79,2,6,1059,548,20,84,58,50,187,392,49,5,110,47,1,2,18,6,1,1,3,5,26,11,2,10,2,91,1020,4124,4625,1745,1373,1806,206,73,851,62,24,2,15,21,16,12,60,43,49,10,5,3,21,30,2,55,104,2,158,100,133,186,138,45,11,1299,9,115,52,51,18,57,30,58,26,11,14,8,3,6,3,48,942,2208,1356,3243,1347,920,12,536,9,10,8,16,4,5,2,204,119,180,36,187,201,120,122,60,23,52,27,16,134,936,243,475,1483,8023,5409,806,855,327,22,25,30,15,77,96,2,23,10,100,2
12-08-2019,1324,2297,887,1559,354,1050,605,59,48,6,12,19,16,41,34273,3108,1560,3869,5154,2511,739,22170,824,5455,65,1788,1566,921,3872,1092,1200,81,1761,4,9581,582,5980,578,61,332,9,13,6,13,8,17051,1534,23829,2992,2651,1541,24796,2339,18090,49,6295,6054,914,1204,599,2634,4572,4708,8270,3793,5081,5699,1996,1850,14520,117,1882,4045,7366,78258,3575,9713,1014,24182,9790,6144,18262,2269,1689,2706,3644,1090,2996,56,323,1094,264,349,206,340,150,548,780,210,120,262,46,10,2,506,102,127,9,4,3,136,34,42,14,8,42,34,77,2,6,1048,543,20,82,60,50,183,380,49,5,116,49,1,2,17,6,1,1,3,5,25,10,2,10,2,90,1061,3918,4533,1745,1428,1716,210,72,834,64,25,2,16,20,16,13,60,43,49,11,5,3,21,29,2,53,102,2,150,98,126,190,137,47,12,1247,9,115,54,54,17,56,30,61,27,12,14,8,3,6,3,50,961,2230,1329,3340,1374,911,12,547,9,10,8,15,4,5,2,208,113,175,37,187,199,125,127,61,23,55,26,16,139,945,231,470,1409,7782,5625,798,812,337,22,25,30,15,81,93,2,23,10,95,2
13-08-2019,1311,2182,878,1637,354,1092,611,61,46,6,12,19,17,42,32902,2953,1513,3946,5309,2411,776,22613,832,5728,65,1752,1488,903,3678,1125,1224,82,1708,4,9198,553,5741,555,63,335,9,13,6,13,8,16539,1473,24544,2962,2784,1572,25044,2316,17366,48,6547,6236,905,1204,593,2581,4481,4943,8353,3945,4878,5699,1996,1887,14230,111,1863,4126,7219,82171,3539,9616,1034,24907,9301,6021,18810,2201,1672,2841,3644,1068,2876,58,339,1094,259,332,212,333,156,575,772,216,125,254,47,10,2,526,98,133,9,4,3,140,33,43,14,8,40,34,73,2,6,1038,570,21,80,62,53,181,399,49,5,117,49,1,2,18,6,1,1,3,5,25,10,2,10,2,86,1029,4114,4578,1745,1414,1785,214,74,809,65,25,2,17,20,16,14,63,43,50,11,5,3,21,28,2,51,97,2,153,95,127,198,141,47,12,1235,9,118,51,53,16,58,32,61,27,12,14,8,3,6,3,50,951,2319,1369,3273,1401,957,12,547,9,10,8,15,4,5,2,210,115,166,38,194,193,129,126,60,24,54,27,16,143,983,243,475,1367,7393,5400,782,836,327,23,26,29,16,82,97,2,22,10,90,2
14-08-2019,1350,2247,860,1637,343,1103,605,60,44,6,12,19,17,40,31257,2894,1513,4104,5203,2483,776,23291,807,5556,68,1664,1443,876,3604,1069,1187,86,1674,4,9198,542,5569,533,62,335,9,13,6,12,8,17201,1473,25771,2962,2840,1572,25795,2432,17366,48,6874,6049,878,1240,611,2658,4615,4745,7935,4103,5073,5528,1976,1962,14799,110,1919,3920,7002,85458,3574,10097,1055,25654,9208,5780,17870,2201,1722,2898,3680,1015,2962,60,342,1083,259,332,210,350,151,604,757,205,123,241,49,10,2,500,100,129,9,4,3,137,32,44,13,8,38,33,75,2,6,1069,553,21,82,61,56,185,387,48,5,116,47,1,2,18,6,1,1,3,5,26,10,2,10,2,86,1050,3949,4670,1728,1414,1856,225,75,809,64,24,2,17,21,17,13,64,45,50,11,5,3,21,28,2,50,102,2,150,99,124,198,141,48,12,1173,9,113,49,55,15,57,32,60,27,13,14,8,3,6,3,52,932,2296,1396,3175,1331,976,12,574,9,10,8,14,4,5,2,218,117,171,37,198,201,124,125,58,25,52,27,16,146,983,250,470,1353,7245,5508,782,828,337,24,25,30,15,80,99,2,21,10,95,2
15-08-2019,1364,2202,894,1653,340,1103,587,59,45,6,12,20,16,40,31882,2836,1437,4145,5255,2508,799,24456,799,5667,71,1597,1429,867,3748,1112,1223,83,1657,4,9566,520,5346,522,64,328,9,13,6,12,8,17201,1473,24740,2932,2698,1603,26827,2359,17192,49,6530,6291,896,1252,629,2658,4615,4745,7856,4226,5276,5362,1996,2060,14799,113,1881,3842,7002,89731,3503,10602,1097,25141,9576,5838,16977,2267,1756,2811,3570,985,2844,59,359,1072,262,329,216,336,145,586,787,205,124,231,49,10,2,510,102,133,9,4,3,133,31,45,12,8,38,33,75,2,6,1069,542,21,79,61,59,185,406,48,5,110,45,1,2,17,6,1,1,3,5,25,10,2,10,2,83,1008,4028,4670,1780,1343,1837,225,74,841,65,24,2,17,22,17,13,63,45,52,11,5,3,22,28,2,50,106,2,147,104,118,200,137,48,12,1161,9,116,51,52,15,60,33,59,27,12,14,8,3,6,3,53,960,2342,1340,3175,1264,966,12,563,9,10,8,14,4,5,2,214,112,176,39,194,201,122,131,60,26,50,28,17,143,1022,255,451,1326,7100,5453,751,828,337,23,25,31,15,76,104,2,20,10,98,2
16-08-2019,1350,2114,894,1587,333,1070,593,57,47,6,12,19,17,42,33476,2978,1380,4352,5150,2383,823,24945,807,5894,71,1645,1486,832,3823,1156,1247,79,1657,4,9088,494,5293,501,67,315,9,13,6,12,8,17717,1473,25235,2873,2563,1571,27900,2265,18052,49,6726,6543,887,1290,604,2605,4384,4935,7699,4226,5540,5255,2076,2019,15243,107,1881,3765,6652,93320,3503,10814,1152,26398,9097,5546,16468,2244,1826,2811,3499,1034,2730,57,373,1061,275,313,212,323,146,580,787,201,118,219,49,10,2,505,104,130,9,4,3,129,32,47,12,8,37,33,77,2,6,1048,520,20,81,63,61,191,418,48,5,114,43,1,2,17,6,1,1,3,5,26,10,2,10,2,83,998,3988,4530,1833,1383,1819,227,78,841,64,23,2,17,22,16,12,60,45,50,11,5,3,21,29,2,51,106,2,146,105,118,194,144,48,12,1149,9,111,48,53,15,61,34,59,28,12,15,8,3,6,3,50,941,2319,1353,3334,1226,927,12,574,9,10,8,14,4,5,2,225,106,169,39,202,191,128,134,58,26,49,27,16,149,1073,268,465,1326,7171,5671,759,828,337,22,26,31,15,72,108,2,20,11,95,2
17-08-2019,1350,2114,912,1555,336,1038,599,54,49,6,12,20,17,41,34146,2859,1366,4526,5047,2431,782,25194,807,6189,69,1563,1486,840,3708,1191,1284,75,1740,4,8724,484,5558,481,64,306,9,13,6,13,8,17363,1547,24983,2959,2435,1650,29295,2174,18594,50,6861,6412,914,1264,622,2579,4603,4738,7930,4099,5651,5465,2159,2080,14938,103,1975,3765,6386,96120,3678,11247,1187,26398,8824,5546,17127,2266,1844,2811,3394,993,2867,57,380,1103,270,310,218,336,149,592,756,207,118,215,51,10,2,520,103,126,9,4,3,130,33,48,12,8,36,34,79,2,6,1058,510,21,83,64,58,197,418,47,5,119,41,1,2,16,6,1,1,3,5,27,10,2,10,2,85,1038,3828,4394,1906,1397,1892,234,78,841,65,23,2,17,21,16,12,60,47,51,11,5,3,21,30,2,48,105,2,142,100,120,202,145,50,12,1115,9,109,47,50,15,58,34,56,27,12,14,8,3,6,3,53,922,2296,1285,3334,1226,936,12,545,9,10,8,15,4,5,2,230,109,161,41,202,199,133,141,57,27,51,28,17,149,1105,276,442,1339,7243,5614,782,787,340,21,27,32,15,76,110,2,21,10,93,2
18-08-2019,1310,2156,903,1539,339,986,611,55,48,6,12,20,16,40,32439,2859,1434,4617,4896,2455,782,24690,823,6251,72,1626,1486,806,3782,1155,1310,79,1792,4,8986,469,5558,462,65,300,9,14,6,14,8,17884,1532,25982,3107,2484,1716,28416,2109,18966,52,6998,6284,941,1251,591,2656,4695,4738,8327,4304,5877,5574,2159,2101,15536,101,1955,3878,6067,99965,3862,11697,1199,27190,9265,5712,17470,2266,1918,2895,3258,1023,2724,56,376,1136,259,295,220,323,149,586,718,215,116,213,52,10,2,504,106,127,9,4,3,126,33,46,12,8,36,34,77,2,6,1058,490,22,81,66,61,189,435,45,5,120,43,1,2,16,6,1,1,3,5,28,10,2,11,2,83,1017,3637,4306,1868,1383,1987,241,80,807,64,22,2,17,22,16,12,58,48,49,11,5,3,21,31,2,50,108,2,146,95,119,206,138,48,12,1137,9,105,46,52,16,59,33,55,27,12,13,8,3,6,3,54,959,2365,1221,3334,1165,917,12,534,9,10,8,15,4,5,2,221,114,161,43,194,189,140,135,58,26,52,29,18,149,1083,276,460,1339,7026,5670,821,779,333,21,28,33,15,74,114,2,21,10,92,2
19-08-2019,1362,2134,858,1477,332,1006,599,56,49,6,12,20,15,39,30817,2859,1405,4432,5043,2430,790,25184,798,6126,73,1561,1501,814,3820,1120,1245,75,1738,4,9435,488,5836,453,66,291,9,14,6,14,8,18421,1455,24683,3014,2559,1785,27279,2046,18776,50,6718,6221,988,1276,609,2762,4648,4643,8660,4304,5583,5574,2224,2038,15070,105,1994,3839,6249,101964,3978,12282,1139,26102,9265,5426,18344,2243,1956,3011,3160,1054,2588,57,384,1193,246,292,213,329,143,563,711,226,114,219,54,10,2,519,103,122,9,4,3,126,33,46,12,8,37,34,74,2,6,1111,500,22,80,65,58,180,448,47,5,120,41,1,2,17,6,1,1,3,5,29,10,2,10,2,80,966,3601,4177,1924,1328,1987,246,78,839,65,21,2,17,21,16,12,59,49,50,11,5,3,20,30,2,52,112,2,152,99,117,210,135,48,12,1137,9,110,48,52,16,58,32,56,26,12,13,8,3,6,3,53,978,2318,1209,3201,1223,954,12,545,9,10,8,15,4,5,2,212,119,167,43,186,180,140,136,57,27,53,29,17,146,1126,273,483,1326,7377,5387,862,810,340,22,27,33,15,76,111,2,20,10,91,2
20-08-2019,1362,2219,875,1403,319,1016,605,58,49,6,12,19,14,38,32358,2745,1377,4255,5295,2503,774,25688,790,6065,77,1483,1546,781,3667,1142,1220,74,1686,4,8963,468,6069,435,63,306,9,14,6,13,8,19342,1426,24436,2984,2482,1696,26188,1944,18964,50,6584,5972,968,1340,591,2762,4741,4689,9006,4347,5416,5630,2246,2120,14919,102,1974,3916,6311,102984,3938,12282,1128,25580,9636,5697,17610,2243,1897,2860,3318,1022,2614,55,403,1241,253,298,222,339,136,546,711,217,109,215,52,10,2,509,98,123,9,4,3,129,33,48,12,8,37,34,70,2,6,1100,475,23,76,63,58,184,439,47,5,124,43,1,2,18,6,1,1,3,5,30,10,2,10,2,80,1014,3601,4344,1924,1328,2086,251,81,831,63,22,2,17,21,16,12,61,49,52,11,5,3,19,31,2,50,112,2,150,102,121,200,136,47,13,1103,9,113,47,53,15,60,33,57,25,13,13,8,3,6,3,50,1007,2434,1269,3201,1186,944,11,550,9,10,8,15,4,5,2,220,120,172,41,180,178,139,129,57,27,56,28,18,145,1092,268,497,1339,7377,5333,853,770,333,23,26,31,15,76,109,2,20,10,92,2
21-08-2019,1348,2175,866,1333,335,986,617,60,47,6,12,18,14,39,33652,2635,1391,4425,5030,2553,782,25431,782,5883,73,1542,1531,789,3814,1131,1257,73,1770,4,8873,468,6069,452,62,312,9,14,6,13,8,20309,1369,24925,2835,2408,1730,24879,1983,18964,52,6650,5673,968,1327,621,2845,4931,4736,9006,4521,5199,5686,2313,2141,15068,97,1935,3955,6059,98865,3977,11668,1083,26603,9347,5469,17786,2176,1840,2917,3152,1002,2509,58,399,1229,250,295,222,353,133,541,683,208,112,204,51,10,2,514,103,127,9,4,3,126,32,48,12,8,36,35,71,2,6,1078,499,24,75,66,60,191,430,49,5,124,42,1,2,19,6,1,1,3,5,29,10,2,10,2,83,1004,3457,4561,2020,1368,1982,243,82,856,60,22,2,17,22,17,13,59,49,54,11,5,3,18,32,2,53,110,2,149,105,119,194,132,47,13,1114,9,118,49,50,15,58,34,59,26,14,13,8,3,6,3,48,1007,2483,1282,3329,1222,897,12,578,9,10,8,16,4,5,2,227,121,181,40,187,187,136,128,60,26,54,27,18,142,1081,255,512,1339,7082,5386,887,770,333,23,25,31,14,78,110,2,21,10,94,2
22-08-2019,1361,2175,892,1306,352,947,623,62,47,6,11,18,14,41,32306,2661,1419,4469,5282,2579,774,24414,774,5883,74,1542,1516,750,3890,1086,1219,72,1823,4,8784,482,6069,470,59,309,9,14,6,13,8,19294,1369,26171,2835,2408,1661,23884,1884,19533,51,6850,5730,1016,1380,627,2845,4832,4783,8826,4611,5147,5572,2359,2162,14616,95,1916,3836,6180,102820,3937,12135,1061,27667,9627,5688,18675,2241,1822,2859,3278,1042,2634,58,403,1180,240,283,220,339,132,563,703,206,116,204,50,10,2,535,101,131,9,4,3,122,31,49,11,8,34,36,67,2,6,1110,509,23,74,67,59,189,443,49,5,122,40,1,2,20,6,1,1,3,5,29,11,2,11,2,83,984,3422,4698,2101,1327,2061,233,80,822,57,21,2,16,22,17,13,60,50,52,11,5,3,18,31,2,50,106,2,142,100,115,192,139,48,12,1069,9,118,48,49,15,60,35,57,27,14,13,8,3,6,3,49,1057,2409,1282,3329,1185,879,13,549,9,10,8,16,4,5,2,238,117,188,39,181,180,143,133,62,26,56,28,19,135,1135,242,502,1366,7224,5386,852,739,333,23,26,30,14,77,114,2,20,11,93,2
